2025-05-27 17:49:33,134 - INFO     - __main__                       - Logging initialized. Console: INFO, File: DEBUG -> /home/raduc/Documents/Code/Licentzio/MusicBlock/rag_logs/moodboard_run_20250527_174933.log
2025-05-27 17:49:42,188 - INFO     - sentence_transformers.SentenceTransformer - Load pretrained SentenceTransformer: BAAI/bge-base-en-v1.5
2025-05-27 17:49:42,191 - DEBUG    - urllib3.connectionpool         - Starting new HTTPS connection (1): huggingface.co:443
2025-05-27 17:49:42,813 - DEBUG    - urllib3.connectionpool         - https://huggingface.co:443 "HEAD /BAAI/bge-base-en-v1.5/resolve/main/modules.json HTTP/1.1" 200 0
2025-05-27 17:49:42,997 - DEBUG    - urllib3.connectionpool         - https://huggingface.co:443 "HEAD /BAAI/bge-base-en-v1.5/resolve/main/config_sentence_transformers.json HTTP/1.1" 200 0
2025-05-27 17:49:43,165 - DEBUG    - urllib3.connectionpool         - https://huggingface.co:443 "HEAD /BAAI/bge-base-en-v1.5/resolve/main/README.md HTTP/1.1" 200 0
2025-05-27 17:49:43,339 - DEBUG    - urllib3.connectionpool         - https://huggingface.co:443 "HEAD /BAAI/bge-base-en-v1.5/resolve/main/modules.json HTTP/1.1" 200 0
2025-05-27 17:49:43,512 - DEBUG    - urllib3.connectionpool         - https://huggingface.co:443 "HEAD /BAAI/bge-base-en-v1.5/resolve/main/sentence_bert_config.json HTTP/1.1" 200 0
2025-05-27 17:49:43,938 - DEBUG    - urllib3.connectionpool         - https://huggingface.co:443 "HEAD /BAAI/bge-base-en-v1.5/resolve/main/adapter_config.json HTTP/1.1" 404 0
2025-05-27 17:49:44,110 - DEBUG    - urllib3.connectionpool         - https://huggingface.co:443 "HEAD /BAAI/bge-base-en-v1.5/resolve/main/config.json HTTP/1.1" 200 0
2025-05-27 17:49:45,041 - DEBUG    - urllib3.connectionpool         - https://huggingface.co:443 "HEAD /BAAI/bge-base-en-v1.5/resolve/main/tokenizer_config.json HTTP/1.1" 200 0
2025-05-27 17:49:45,278 - DEBUG    - urllib3.connectionpool         - https://huggingface.co:443 "GET /api/models/BAAI/bge-base-en-v1.5/revision/main HTTP/1.1" 200 148868
2025-05-27 17:49:45,950 - DEBUG    - urllib3.connectionpool         - https://huggingface.co:443 "GET /api/models/BAAI/bge-base-en-v1.5 HTTP/1.1" 200 148868
2025-05-27 17:49:46,295 - DEBUG    - urllib3.connectionpool         - https://huggingface.co:443 "GET /api/models/Qdrant/bm25 HTTP/1.1" 200 2136
2025-05-27 17:49:46,476 - DEBUG    - urllib3.connectionpool         - https://huggingface.co:443 "GET /api/models/Qdrant/bm25/tree/e499a1f8d6bec960aab5533a0941bf914e70faf9?recursive=False&expand=False HTTP/1.1" 200 3229
2025-05-27 17:49:46,692 - DEBUG    - urllib3.connectionpool         - https://huggingface.co:443 "GET /api/models/Qdrant/bm25/revision/main HTTP/1.1" 200 2136
2025-05-27 17:49:47,221 - INFO     - rag_agent_nodes                - LLM initialized: Model=meta-llama/Llama-3.2-3B-Instruct, Base=https://api.runpod.ai/v2/u4d3b5g2c5ot09/openai/v1
2025-05-27 17:49:47,221 - INFO     - __main__                       - RAG Music Moodboard Script Started (after local module imports).
2025-05-27 17:49:47,221 - INFO     - __main__                       - Using LLM: meta-llama/Llama-3.2-3B-Instruct (Status from agent_nodes: INITIALIZED)
2025-05-27 17:49:47,222 - INFO     - __main__                       - --- New Moodboard Generation Run ---
2025-05-27 17:49:47,222 - INFO     - __main__                       - Execution Mode: CONCURRENT
2025-05-27 17:49:47,223 - INFO     - __main__                       - Building graph: Adding nodes...
2025-05-27 17:49:47,224 - INFO     - __main__                       - Building graph: Entry point set to 'initial_processor'.
2025-05-27 17:49:47,224 - INFO     - __main__                       - Building graph: Using CONCURRENT agent execution flow.
2025-05-27 17:49:47,224 - INFO     - __main__                       - Building graph: Final edge to END set from 'advice_combiner'.
2025-05-27 17:49:47,235 - INFO     - __main__                       - LangGraph RAG Moodboard Generator Compiled.
2025-05-27 17:50:09,207 - INFO     - __main__                       - User Text Query: Country rock
2025-05-27 17:51:30,075 - INFO     - __main__                       - No audio file provided by user.
2025-05-27 17:51:30,076 - INFO     - __main__                       - Similarity Summary (Placeholder) Snippet:
No audio was provided for similarity analysis. For general context, here are some diverse example tracks:

| #  | Title                | Artist                          | Key       | BPM | Genres     ...
